,AGE,GENDER,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,PERSONAL_INCOME,AGREEMENT_RK,TARGET,LOAN_NUM_TOTAL_x,LOAN_NUM_TOTAL_y,LOAN_NUM_CLOSED
3174,33,0,1,1,1,0,7000.0,74639295.0,0.0,3.0,3.0,3.0
3175,31,0,2,2,1,0,10000.0,62486232.0,0.0,1.0,1.0,1.0
3176,56,1,3,0,1,0,10000.0,61441181.0,1.0,2.0,2.0,2.0
3177,28,0,0,0,1,0,30000.0,74842339.0,0.0,1.0,1.0,1.0
3178,38,1,0,0,1,0,9000.0,66769539.0,0.0,2.0,2.0,2.0
3179,26,1,1,1,1,0,4300.0,74191705.0,0.0,2.0,2.0,2.0
3180,60,1,0,0,1,1,14000.0,61117738.0,0.0,1.0,1.0,1.0
3181,37,1,2,2,1,0,20000.0,62946778.0,0.0,1.0,1.0,1.0
3182,46,1,2,0,0,1,7000.0,66186956.0,0.0,1.0,1.0,1.0
3183,32,1,0,0,1,0,15000.0,64995222.0,0.0,1.0,1.0,1.0
3184,32,1,1,1,1,0,15000.0,66848610.0,0.0,1.0,1.0,1.0
3186,50,1,1,0,1,0,13000.0,67147406.0,0.0,2.0,2.0,2.0
3187,43,0,1,1,1,0,30000.0,62490219.0,0.0,1.0,1.0,1.0
3188,31,0,1,1,1,0,10000.0,61842866.0,0.0,1.0,1.0,1.0
3189,35,1,2,2,1,0,22000.0,67082084.0,0.0,1.0,1.0,1.0
3191,43,1,3,0,1,0,10000.0,65200569.0,0.0,1.0,1.0,1.0
3192,51,1,4,1,1,0,7000.0,74019280.0,0.0,1.0,1.0,1.0
3193,52,0,0,0,1,0,15000.0,66907936.0,0.0,2.0,2.0,2.0
3194,40,1,1,1,1,0,100000.0,63089632.0,0.0,1.0,1.0,1.0
3196,25,1,1,1,1,0,7000.0,66201675.0,1.0,1.0,1.0,1.0
3197,47,0,1,0,1,0,30000.0,61241296.0,0.0,1.0,1.0,1.0
3198,25,0,0,0,1,0,15000.0,61378859.0,0.0,1.0,1.0,1.0
3199,50,1,2,0,0,1,6000.0,64584590.0,0.0,1.0,1.0,1.0
3200,24,1,0,0,1,0,10000.0,73842160.0,1.0,2.0,2.0,2.0
3201,40,1,2,2,1,0,15000.0,64828286.0,0.0,1.0,1.0,1.0
3202,57,1,3,0,0,1,5400.0,62128608.0,0.0,1.0,1.0,1.0
3203,26,1,1,1,1,0,9000.0,67207126.0,0.0,1.0,1.0,1.0
3204,32,0,0,0,1,0,10000.0,67328311.0,0.0,3.0,3.0,3.0
3206,55,1,0,0,1,0,10000.0,63988703.0,0.0,1.0,1.0,1.0
3207,34,0,1,0,1,0,25000.0,66517291.0,0.0,2.0,2.0,2.0
3208,51,1,3,0,0,1,4500.0,66746459.0,0.0,1.0,1.0,1.0
3210,56,0,2,0,1,0,13000.0,62388907.0,0.0,1.0,1.0,1.0
3211,39,1,2,2,1,0,12000.0,67026641.0,0.0,2.0,2.0,2.0
3212,26,1,1,1,1,0,15000.0,65575229.0,1.0,1.0,1.0,1.0
3214,28,1,1,1,1,0,25000.0,74838826.0,0.0,1.0,1.0,1.0
3215,39,1,1,1,1,0,6500.0,59937151.0,0.0,1.0,1.0,1.0
3216,58,1,2,0,0,1,8500.0,60391467.0,0.0,1.0,1.0,1.0
3217,28,0,0,0,1,0,12000.0,62610510.0,1.0,1.0,1.0,1.0
3218,48,1,0,0,1,0,15000.0,59935199.0,0.0,1.0,1.0,1.0
3219,38,0,1,1,1,0,9000.0,66969410.0,0.0,3.0,3.0,3.0
3220,34,0,0,0,1,0,17500.0,61289953.0,0.0,1.0,1.0,1.0
3221,25,0,0,0,1,0,5000.0,60455816.0,0.0,1.0,1.0,1.0
3222,42,1,2,0,1,0,20000.0,74821685.0,1.0,1.0,1.0,1.0
3223,34,1,2,2,1,0,10000.0,62380207.0,0.0,1.0,1.0,1.0
3224,37,0,1,0,1,0,10000.0,66919162.0,1.0,1.0,1.0,1.0
3225,26,1,1,1,1,0,14000.0,74488004.0,0.0,3.0,3.0,3.0
3226,26,1,0,0,1,0,12000.0,73840141.0,0.0,1.0,1.0,1.0
3227,32,0,2,2,1,0,23000.0,74982875.0,0.0,5.0,5.0,5.0
3228,55,0,2,0,1,1,10000.0,62790120.0,0.0,1.0,1.0,1.0
3229,41,0,0,0,1,0,9000.0,61314647.0,1.0,1.0,1.0,1.0
3230,46,1,1,1,1,0,20000.0,66659401.0,0.0,1.0,1.0,1.0
3231,25,1,1,1,1,0,15000.0,66075644.0,0.0,1.0,1.0,1.0
3232,23,1,1,1,1,0,8000.0,63589885.0,1.0,1.0,1.0,1.0
3233,56,1,0,0,1,0,10000.0,66332765.0,0.0,2.0,2.0,2.0
3234,57,0,0,0,1,0,9000.0,61113358.0,0.0,1.0,1.0,1.0
3235,34,1,2,2,1,0,12000.0,64426236.0,0.0,1.0,1.0,1.0
3236,36,1,1,1,1,0,12000.0,67232251.0,0.0,1.0,1.0,1.0
3237,57,1,0,0,0,1,7000.0,60101116.0,0.0,1.0,1.0,1.0
3238,32,0,2,2,1,0,15000.0,63087396.0,0.0,1.0,1.0,1.0
3239,50,1,0,0,1,0,15500.0,73819123.0,0.0,1.0,1.0,1.0
3240,64,1,0,0,0,1,8000.0,74955409.0,0.0,2.0,2.0,2.0
3241,52,0,0,0,1,0,20000.0,64420826.0,0.0,1.0,1.0,1.0
3242,36,1,1,1,1,0,10000.0,67093171.0,0.0,1.0,1.0,1.0
3243,36,1,2,2,1,0,8000.0,74647016.0,1.0,3.0,3.0,3.0
3244,22,1,0,0,1,0,20000.0,65479112.0,0.0,1.0,1.0,1.0
3245,26,0,0,0,1,0,10000.0,62938175.0,0.0,1.0,1.0,1.0
3246,45,1,2,0,1,0,8000.0,73845638.0,1.0,1.0,1.0,1.0
3247,51,1,0,0,1,0,7000.0,72283156.0,0.0,1.0,1.0,1.0
3249,32,1,1,1,1,0,5300.0,61857122.0,0.0,1.0,1.0,1.0
3250,59,1,1,0,1,0,9000.0,60108620.0,0.0,1.0,1.0,1.0
3251,56,1,2,1,1,0,40000.0,67205804.0,0.0,1.0,1.0,1.0
3252,33,1,2,2,1,0,4500.0,63983043.0,0.0,1.0,1.0,1.0
3253,40,1,1,1,1,0,13000.0,64420770.0,0.0,1.0,1.0,1.0
3254,54,1,4,0,1,0,16500.0,63634502.0,0.0,1.0,1.0,1.0
3255,24,1,1,1,1,0,10000.0,62256985.0,0.0,1.0,1.0,1.0
3256,54,0,2,0,1,0,35000.0,74280300.0,0.0,1.0,1.0,1.0
3257,38,1,1,1,1,0,14000.0,61852386.0,0.0,2.0,2.0,2.0
3258,37,1,1,0,1,0,11000.0,67215438.0,0.0,1.0,1.0,1.0
3259,63,1,2,0,1,0,16000.0,66924935.0,0.0,3.0,3.0,3.0
3260,31,1,2,2,1,0,4300.0,60099270.0,0.0,1.0,1.0,1.0
3261,36,0,0,0,1,0,25000.0,61142685.0,0.0,1.0,1.0,1.0
3262,22,0,0,0,1,0,12000.0,63626614.0,0.0,1.0,1.0,1.0
3263,28,1,1,1,1,0,12000.0,60054019.0,0.0,1.0,1.0,1.0
3264,33,1,2,2,1,0,5000.0,61257180.0,0.0,1.0,1.0,1.0
3265,55,1,2,0,1,0,5000.0,60467655.0,0.0,1.0,1.0,1.0
3267,47,1,1,1,1,0,12000.0,63332580.0,1.0,1.0,1.0,1.0
3269,31,1,2,2,1,0,17000.0,61424059.0,0.0,1.0,1.0,1.0
3270,37,1,2,2,1,0,13000.0,67143746.0,0.0,2.0,2.0,2.0
3271,31,1,1,1,1,0,14000.0,61919558.0,0.0,2.0,2.0,2.0
3272,41,1,1,1,1,0,30000.0,64446801.0,0.0,1.0,1.0,1.0
3273,60,1,2,0,0,1,6000.0,64913572.0,0.0,1.0,1.0,1.0
3274,30,0,1,1,1,0,18000.0,64276572.0,0.0,1.0,1.0,1.0
3275,63,1,1,0,0,1,7000.0,62089305.0,0.0,1.0,1.0,1.0
3276,38,0,0,0,1,0,12000.0,64904172.0,0.0,1.0,1.0,1.0
3277,23,0,0,0,1,0,10000.0,64371819.0,0.0,1.0,1.0,1.0
3278,63,1,2,0,0,1,5500.0,61149178.0,0.0,1.0,1.0,1.0
3279,41,1,0,0,1,0,60000.0,59913542.0,1.0,1.0,1.0,1.0
3280,36,1,0,0,1,0,15000.0,61129295.0,1.0,1.0,1.0,1.0
3281,31,1,1,1,1,0,40000.0,61166834.0,0.0,1.0,1.0,1.0
3282,60,1,2,0,0,1,18000.0,67427215.0,0.0,1.0,1.0,1.0
3284,39,1,3,3,1,0,18000.0,62991577.0,0.0,1.0,1.0,1.0
3285,56,1,0,0,1,0,8000.0,62938649.0,0.0,1.0,1.0,1.0
3286,53,1,3,0,1,0,30000.0,74817341.0,0.0,1.0,1.0,1.0
3287,57,1,1,0,1,1,6000.0,61365871.0,0.0,2.0,2.0,2.0
3288,61,0,4,1,0,1,16000.0,62946696.0,0.0,1.0,1.0,1.0
3289,34,1,0,0,1,0,10000.0,62809318.0,0.0,1.0,1.0,1.0
3290,44,0,1,0,1,0,7000.0,73826454.0,0.0,1.0,1.0,1.0
3291,25,0,0,0,1,0,7000.0,60093762.0,0.0,1.0,1.0,1.0
3292,53,1,3,0,1,0,12500.0,66830757.0,0.0,2.0,2.0,2.0
3293,24,0,2,2,1,0,4000.0,61370411.0,0.0,1.0,1.0,1.0
3294,39,0,2,2,1,0,9000.0,64822990.0,0.0,1.0,1.0,1.0
3295,27,1,0,0,1,0,14000.0,63092637.0,0.0,2.0,2.0,2.0
3296,40,1,1,1,1,0,15000.0,75287848.0,0.0,1.0,1.0,1.0
3297,46,0,2,1,1,0,17000.0,62248073.0,0.0,1.0,1.0,1.0
3298,61,0,2,0,0,1,5700.0,66849339.0,0.0,3.0,3.0,3.0
3299,48,1,2,1,1,0,7000.0,74518814.0,0.0,1.0,1.0,1.0
3301,27,0,1,1,1,0,40000.0,62943553.0,0.0,1.0,1.0,1.0
3302,30,1,1,1,1,0,17000.0,64280345.0,0.0,1.0,1.0,1.0
3303,30,0,0,0,1,0,14000.0,63605241.0,0.0,1.0,1.0,1.0
3304,27,0,0,0,1,0,15000.0,60466045.0,0.0,1.0,1.0,1.0
3305,27,1,1,1,1,0,10500.0,61371387.0,0.0,1.0,1.0,1.0
3306,49,1,1,0,1,0,20000.0,62603497.0,1.0,1.0,1.0,1.0
3307,49,0,0,0,1,0,40000.0,67333022.0,1.0,1.0,1.0,1.0
3308,34,0,2,2,1,0,15000.0,67026819.0,0.0,3.0,3.0,3.0
3309,45,1,3,1,1,0,5100.0,74173366.0,0.0,2.0,2.0,2.0
3310,35,1,0,0,1,0,15000.0,59937024.0,0.0,1.0,1.0,1.0
3311,30,0,0,0,1,0,20000.0,60390760.0,0.0,1.0,1.0,1.0
3312,60,1,0,0,0,1,8000.0,60452578.0,0.0,1.0,1.0,1.0
3313,33,0,3,3,1,0,15000.0,74664976.0,0.0,2.0,2.0,2.0
3314,24,0,0,0,1,0,16000.0,62808982.0,0.0,1.0,1.0,1.0
3315,53,1,1,0,1,0,14000.0,67218784.0,0.0,2.0,2.0,2.0
3316,59,0,4,0,0,1,18000.0,72288411.0,0.0,1.0,1.0,1.0
3317,31,1,2,2,1,0,6000.0,60117496.0,0.0,1.0,1.0,1.0
3318,43,0,2,1,1,0,38000.0,64848344.0,0.0,1.0,1.0,1.0
3319,30,1,0,0,1,0,17000.0,61879332.0,0.0,1.0,1.0,1.0
3321,51,1,2,0,0,1,6000.0,61246033.0,0.0,1.0,1.0,1.0
3322,38,1,1,1,1,0,17000.0,61468570.0,0.0,2.0,2.0,2.0
3323,33,1,1,1,1,0,20000.0,62942512.0,0.0,1.0,1.0,1.0
3324,41,1,2,1,1,0,8500.0,66528867.0,0.0,2.0,2.0,2.0
3325,44,1,2,0,1,0,18000.0,63595949.0,0.0,1.0,1.0,1.0
3326,22,1,0,0,1,0,11000.0,61358067.0,0.0,1.0,1.0,1.0
3327,23,0,1,1,1,0,22000.0,61450396.0,0.0,1.0,1.0,1.0
3328,27,0,1,1,1,0,30000.0,62491651.0,0.0,1.0,1.0,1.0
3329,24,1,1,1,1,0,10000.0,65401636.0,0.0,1.0,1.0,1.0
3330,41,1,1,0,1,0,8000.0,64827732.0,0.0,1.0,1.0,1.0
3331,60,1,3,0,0,1,6500.0,62373697.0,0.0,1.0,1.0,1.0
3332,27,0,1,1,1,0,11000.0,63373691.0,0.0,2.0,2.0,2.0
3333,46,1,0,0,1,0,5000.0,61381031.0,0.0,1.0,1.0,1.0
3334,30,0,2,2,1,0,15000.0,67094368.0,0.0,4.0,4.0,4.0
3335,35,1,3,3,1,0,10000.0,63595309.0,0.0,1.0,1.0,1.0
3336,49,0,1,1,1,0,30000.0,67443656.0,0.0,1.0,1.0,1.0
3337,31,0,2,2,1,0,11000.0,74986993.0,1.0,8.0,8.0,8.0
3339,26,0,1,1,1,0,25000.0,75002805.0,0.0,3.0,3.0,3.0
3340,57,1,1,0,1,0,10000.0,72274525.0,0.0,2.0,2.0,2.0
3341,37,0,0,0,0,1,5000.0,65210460.0,0.0,1.0,1.0,1.0
3342,34,1,2,2,1,1,14000.0,74817342.0,0.0,1.0,1.0,1.0
3343,59,1,3,0,1,0,16000.0,66746045.0,0.0,1.0,1.0,1.0
3345,54,0,1,0,0,1,6700.0,62146901.0,0.0,1.0,1.0,1.0
3346,53,0,0,0,1,0,10000.0,61145291.0,0.0,1.0,1.0,1.0
3347,51,1,1,0,1,0,4500.0,62999098.0,0.0,1.0,1.0,1.0
3348,48,1,1,1,1,0,5000.0,60468052.0,0.0,1.0,1.0,1.0
3349,57,1,2,0,1,1,12000.0,61290837.0,0.0,1.0,1.0,1.0
3350,54,0,1,0,1,0,17000.0,75027940.0,0.0,1.0,1.0,1.0
3351,64,1,2,0,1,0,9000.0,66705231.0,0.0,1.0,1.0,1.0
3352,42,1,3,0,1,0,8000.0,61116566.0,0.0,1.0,1.0,1.0
3353,62,0,3,0,0,1,6000.0,75015027.0,0.0,3.0,3.0,3.0
3354,32,1,1,1,1,0,10800.0,61842650.0,0.0,1.0,1.0,1.0
3355,23,0,1,1,1,0,23000.0,61973796.0,0.0,1.0,1.0,1.0
3356,54,1,1,0,1,0,22000.0,64915176.0,0.0,1.0,1.0,1.0
3357,38,0,2,2,1,0,50000.0,62075219.0,0.0,1.0,1.0,1.0
3358,53,1,0,0,1,0,15000.0,74477559.0,0.0,3.0,3.0,3.0
3359,37,1,2,2,1,0,9000.0,59924239.0,0.0,1.0,1.0,1.0
3360,35,1,2,2,1,0,11000.0,66849074.0,0.0,2.0,2.0,2.0
3361,27,0,0,0,1,0,30000.0,62590486.0,0.0,1.0,1.0,1.0
3362,55,1,2,0,1,0,19000.0,63892694.0,0.0,1.0,1.0,1.0
3363,32,1,2,2,1,0,12000.0,65221932.0,0.0,1.0,1.0,1.0
3364,25,1,0,0,1,0,10000.0,65488209.0,0.0,1.0,1.0,1.0
3365,44,1,0,0,1,0,7000.0,74037707.0,0.0,1.0,1.0,1.0
3366,23,1,1,1,1,0,15000.0,63598728.0,0.0,1.0,1.0,1.0
3367,55,0,2,0,1,0,8000.0,62506890.0,0.0,1.0,1.0,1.0
3368,27,0,1,1,1,0,8000.0,67067409.0,0.0,3.0,3.0,3.0
3369,40,1,2,2,1,0,15000.0,61383239.0,0.0,1.0,1.0,1.0
3370,37,1,1,1,1,0,4000.0,74247226.0,0.0,3.0,3.0,3.0
3371,37,1,2,2,1,0,10000.0,74661568.0,0.0,2.0,2.0,2.0
3372,36,1,1,1,1,0,20000.0,63326862.0,0.0,2.0,2.0,2.0
3373,32,0,2,2,1,0,18000.0,74479805.0,1.0,2.0,2.0,2.0
3374,63,0,1,0,0,1,7300.0,64359569.0,0.0,1.0,1.0,1.0
3375,59,1,0,0,0,1,9000.0,61527228.0,0.0,1.0,1.0,1.0
3377,33,1,0,0,1,0,11500.0,74661582.0,0.0,3.0,3.0,3.0
3378,47,0,1,0,1,0,7000.0,60061364.0,0.0,1.0,1.0,1.0
3379,24,1,1,1,1,0,9000.0,66157715.0,0.0,1.0,1.0,1.0
3380,53,0,0,0,1,0,8000.0,66330037.0,0.0,2.0,2.0,2.0
3381,33,0,2,2,1,0,10000.0,61375199.0,0.0,2.0,2.0,2.0
3383,32,0,1,1,1,0,5000.0,66907810.0,0.0,1.0,1.0,1.0
3384,52,1,1,1,1,1,14000.0,64550915.0,0.0,1.0,1.0,1.0
3385,35,1,2,2,1,0,9000.0,67436983.0,0.0,1.0,1.0,1.0
3387,42,1,0,0,1,0,18000.0,61470586.0,0.0,1.0,1.0,1.0
3388,28,1,0,0,1,0,35000.0,62236267.0,0.0,1.0,1.0,1.0
3389,48,1,2,0,1,0,7000.0,60040178.0,0.0,1.0,1.0,1.0
3390,25,1,0,0,1,0,20000.0,66084093.0,0.0,1.0,1.0,1.0
3391,57,0,0,0,0,1,5000.0,64849238.0,0.0,1.0,1.0,1.0
3392,40,0,2,0,1,0,7000.0,61522129.0,0.0,1.0,1.0,1.0
3393,47,1,1,1,1,0,7500.0,72294963.0,0.0,1.0,1.0,1.0
3394,54,1,2,1,0,1,25000.0,74544477.0,0.0,1.0,1.0,1.0
3395,64,0,0,0,0,1,13000.0,66916358.0,0.0,1.0,1.0,1.0
3396,56,1,1,0,0,1,3700.0,61963166.0,0.0,1.0,1.0,1.0
3397,51,1,2,0,1,0,5000.0,66668201.0,0.0,2.0,2.0,2.0
3398,47,1,2,1,1,0,7000.0,62438322.0,0.0,1.0,1.0,1.0
3399,36,1,0,0,1,0,7600.0,67324354.0,0.0,2.0,2.0,2.0
3400,59,1,3,0,1,1,5000.0,61234254.0,0.0,1.0,1.0,1.0
3401,24,0,0,0,1,0,5000.0,64339860.0,1.0,1.0,1.0,1.0
3402,28,0,0,0,1,0,9000.0,62607808.0,0.0,1.0,1.0,1.0
3403,41,1,1,1,1,0,10000.0,61155659.0,0.0,1.0,1.0,1.0
3404,29,1,2,2,1,0,13000.0,63091436.0,0.0,1.0,1.0,1.0
3405,57,1,0,0,0,1,8000.0,66887013.0,0.0,1.0,1.0,1.0
3406,46,1,1,0,1,0,14000.0,63322039.0,0.0,1.0,1.0,1.0
3407,43,1,0,0,1,0,10000.0,67022544.0,0.0,4.0,4.0,4.0
3408,34,1,1,1,1,0,8000.0,74653638.0,0.0,2.0,2.0,2.0
3410,52,0,2,2,1,0,9500.0,61256344.0,0.0,1.0,1.0,1.0
3411,40,0,1,1,1,0,30000.0,62131692.0,0.0,1.0,1.0,1.0
3412,53,1,2,1,1,0,20000.0,65230549.0,0.0,1.0,1.0,1.0
3413,34,0,2,2,1,0,18000.0,64333662.0,0.0,1.0,1.0,1.0
3414,24,1,0,0,1,0,9000.0,65417477.0,0.0,1.0,1.0,1.0
3415,55,0,2,0,1,0,40000.0,59977061.0,1.0,1.0,1.0,1.0
3416,27,0,1,1,1,0,11000.0,62988922.0,0.0,1.0,1.0,1.0
3417,39,0,2,2,1,0,20000.0,62390427.0,1.0,1.0,1.0,1.0
3418,63,1,3,0,0,1,13000.0,62771158.0,0.0,1.0,1.0,1.0
3419,60,1,2,0,0,1,3000.0,62088138.0,0.0,1.0,1.0,1.0
3420,24,0,1,1,1,0,12000.0,61962279.0,0.0,1.0,1.0,1.0
3421,28,0,0,0,1,0,13000.0,73832846.0,0.0,1.0,1.0,1.0
3422,60,0,1,0,1,0,15000.0,67208283.0,0.0,2.0,2.0,2.0
3423,32,0,1,1,1,0,55000.0,61080487.0,0.0,1.0,1.0,1.0
3424,47,1,0,0,1,0,20000.0,67164928.0,0.0,5.0,5.0,5.0
3425,30,1,1,1,1,0,6000.0,74645567.0,0.0,3.0,3.0,3.0
3426,41,0,1,1,1,0,15000.0,66592504.0,0.0,2.0,2.0,2.0
3427,30,1,1,1,1,0,18000.0,62993605.0,0.0,1.0,1.0,1.0
3428,49,1,2,0,1,0,5300.0,60390981.0,0.0,1.0,1.0,1.0
3429,45,1,2,1,1,0,7000.0,75278529.0,0.0,2.0,2.0,2.0
3430,22,0,0,0,1,0,11500.0,63313251.0,0.0,1.0,1.0,1.0
3431,45,1,0,0,1,0,15000.0,74843702.0,0.0,1.0,1.0,1.0
3432,61,1,2,0,1,0,15000.0,62018941.0,0.0,1.0,1.0,1.0
3433,30,0,0,0,1,0,12000.0,64887054.0,0.0,1.0,1.0,1.0
3434,54,1,2,0,0,1,15000.0,66700816.0,0.0,1.0,1.0,1.0
3435,45,0,0,0,1,0,15000.0,62801817.0,0.0,1.0,1.0,1.0
3436,63,1,0,0,0,1,8000.0,74557410.0,0.0,1.0,1.0,1.0
3437,53,0,2,0,1,0,15000.0,64600792.0,0.0,1.0,1.0,1.0
3438,26,0,0,0,1,0,25000.0,64447643.0,0.0,1.0,1.0,1.0
3439,23,1,0,0,1,0,15000.0,66191336.0,1.0,1.0,1.0,1.0
3440,30,1,1,1,1,0,8000.0,61378478.0,0.0,1.0,1.0,1.0
3441,37,1,0,0,1,0,8000.0,60390985.0,0.0,1.0,1.0,1.0
3442,42,1,0,0,1,0,12000.0,60084438.0,1.0,1.0,1.0,1.0
3443,30,1,1,1,1,0,9500.0,64561545.0,0.0,1.0,1.0,1.0
3444,44,1,2,1,1,0,30000.0,64894476.0,1.0,1.0,1.0,1.0
3445,30,1,0,0,1,0,18000.0,61248476.0,0.0,1.0,1.0,1.0
3446,38,0,0,0,1,0,15000.0,66774264.0,0.0,2.0,2.0,2.0
3447,50,1,1,0,1,0,8000.0,62130396.0,0.0,1.0,1.0,1.0
3448,29,0,0,0,1,0,35000.0,64466314.0,0.0,1.0,1.0,1.0
3449,37,1,2,2,1,0,9000.0,61429524.0,0.0,1.0,1.0,1.0
3450,50,0,2,0,1,0,30000.0,61365357.0,0.0,1.0,1.0,1.0
3451,31,1,0,0,1,0,15000.0,66777372.0,0.0,2.0,2.0,2.0
3452,58,1,2,0,1,1,6000.0,61436485.0,0.0,2.0,2.0,2.0
3453,44,1,2,0,1,0,20000.0,62593254.0,0.0,1.0,1.0,1.0
3454,60,1,1,0,1,1,24000.0,63902034.0,0.0,1.0,1.0,1.0
3455,27,1,1,1,1,0,15000.0,61518872.0,0.0,1.0,1.0,1.0
3456,26,1,1,1,1,0,16000.0,66076785.0,0.0,1.0,1.0,1.0
3457,37,1,2,2,1,0,4500.0,66655590.0,0.0,2.0,2.0,2.0
3458,23,1,0,0,1,0,18000.0,67424785.0,1.0,1.0,1.0,1.0
3459,50,0,0,0,1,0,20000.0,67149668.0,1.0,2.0,2.0,2.0
3460,25,1,0,0,1,0,8500.0,66317956.0,0.0,4.0,4.0,4.0
3461,26,0,1,0,1,0,10000.0,61227562.0,0.0,1.0,1.0,1.0
3462,58,1,0,0,0,1,5000.0,74251774.0,0.0,1.0,1.0,1.0
3463,36,1,2,2,1,0,12000.0,62986816.0,0.0,1.0,1.0,1.0
3464,42,1,2,2,1,0,13000.0,62589321.0,0.0,1.0,1.0,1.0
3465,46,1,0,0,1,0,9000.0,61294713.0,0.0,1.0,1.0,1.0
3466,26,1,1,1,1,0,9000.0,66905853.0,1.0,1.0,1.0,1.0
3468,41,0,1,0,1,0,10000.0,64465892.0,0.0,1.0,1.0,1.0
3469,28,1,1,1,1,0,15000.0,67171988.0,1.0,1.0,1.0,1.0
3470,53,1,0,0,1,0,13000.0,75021562.0,1.0,2.0,2.0,2.0
3471,49,1,4,1,1,0,5000.0,61838970.0,0.0,1.0,1.0,1.0
3472,51,1,1,0,1,0,15000.0,67432793.0,0.0,2.0,2.0,2.0
3473,28,0,1,1,1,0,24.0,61534026.0,0.0,1.0,1.0,1.0
3474,34,1,4,4,1,0,17000.0,64570071.0,0.0,1.0,1.0,1.0
3475,36,1,1,1,1,0,10000.0,66322097.0,0.0,2.0,2.0,2.0
3476,26,1,2,2,1,0,7800.0,66900084.0,0.0,1.0,1.0,1.0
3477,59,1,0,0,1,0,13000.0,67145849.0,1.0,2.0,2.0,2.0
3479,35,1,2,2,1,0,7000.0,61081064.0,0.0,1.0,1.0,1.0
3481,37,0,0,0,1,0,40000.0,61109941.0,0.0,1.0,1.0,1.0
3482,43,0,2,0,1,0,22000.0,66713195.0,0.0,2.0,2.0,2.0
3483,26,1,0,0,1,0,4500.0,65500395.0,0.0,1.0,1.0,1.0
3484,30,1,1,1,1,0,7000.0,65201568.0,0.0,1.0,1.0,1.0
3485,26,1,1,1,1,0,7500.0,64584153.0,1.0,1.0,1.0,1.0
3486,58,0,0,0,1,1,24000.0,61853900.0,0.0,1.0,1.0,1.0
3487,36,0,3,1,1,0,12500.0,67432259.0,0.0,2.0,2.0,2.0
3488,35,0,1,1,1,0,25000.0,75071526.0,1.0,1.0,1.0,1.0
3489,24,1,0,0,1,0,8000.0,65395814.0,0.0,2.0,2.0,2.0
3490,54,1,2,0,1,1,15000.0,62800911.0,0.0,1.0,1.0,1.0
3491,27,1,2,2,1,0,7000.0,74176800.0,0.0,1.0,1.0,1.0
3492,26,0,0,0,1,0,13450.0,64440370.0,0.0,1.0,1.0,1.0
3494,43,1,1,1,1,0,9000.0,59937023.0,0.0,1.0,1.0,1.0
3495,33,0,2,2,1,0,10000.0,61871427.0,1.0,1.0,1.0,1.0
3496,35,1,1,1,1,0,17000.0,75216525.0,0.0,1.0,1.0,1.0
3497,50,1,0,0,1,0,6500.0,64914098.0,0.0,1.0,1.0,1.0
3498,30,1,2,2,1,0,8600.0,61106820.0,1.0,1.0,1.0,1.0
3499,33,0,1,1,1,0,12000.0,62251242.0,0.0,2.0,2.0,2.0
3500,42,1,2,2,1,0,13000.0,60454277.0,0.0,1.0,1.0,1.0
3501,23,1,0,0,1,0,16000.0,61291354.0,0.0,1.0,1.0,1.0
3502,39,1,1,1,1,0,12000.0,61448884.0,0.0,1.0,1.0,1.0
3504,39,1,2,2,1,0,11000.0,66756862.0,0.0,2.0,2.0,2.0
3505,33,0,1,1,1,0,21000.0,66717008.0,0.0,2.0,2.0,2.0
3506,58,1,1,0,0,1,12300.0,62244541.0,0.0,1.0,1.0,1.0
3507,45,0,1,1,1,0,10000.0,65205986.0,0.0,1.0,1.0,1.0
3508,44,1,0,0,1,0,11000.0,61367177.0,0.0,1.0,1.0,1.0
3509,33,1,1,1,1,0,7000.0,74190325.0,0.0,1.0,1.0,1.0
3510,44,1,0,0,1,0,8000.0,60097303.0,0.0,1.0,1.0,1.0
3511,33,0,1,1,1,0,9000.0,60091889.0,1.0,1.0,1.0,1.0
3512,22,1,1,1,1,0,7000.0,66073752.0,0.0,1.0,1.0,1.0
3513,27,1,1,1,1,0,12000.0,64276380.0,0.0,1.0,1.0,1.0
3514,25,1,1,1,1,0,15000.0,61458379.0,0.0,3.0,3.0,3.0
3515,62,1,2,0,1,0,25000.0,66707088.0,0.0,2.0,2.0,2.0
3516,46,1,0,0,1,0,15000.0,67434519.0,0.0,1.0,1.0,1.0
3517,46,1,1,1,1,0,23000.0,74828461.0,0.0,4.0,4.0,4.0
3518,37,0,2,2,1,0,30000.0,61102556.0,0.0,1.0,1.0,1.0
3520,50,1,1,1,1,0,10000.0,61415846.0,0.0,1.0,1.0,1.0
3521,47,0,1,1,1,0,20000.0,60464642.0,0.0,1.0,1.0,1.0
3522,42,1,2,0,1,0,11000.0,65225362.0,0.0,1.0,1.0,1.0
3523,52,1,0,0,0,1,12000.0,67218282.0,0.0,1.0,1.0,1.0
3524,31,1,1,1,1,0,30000.0,60391760.0,0.0,1.0,1.0,1.0
3525,37,0,2,2,1,0,12000.0,66748684.0,0.0,4.0,4.0,4.0
3526,63,1,0,0,0,1,4900.0,60396642.0,0.0,1.0,1.0,1.0
3527,33,1,2,2,1,0,10000.0,67544974.0,0.0,1.0,1.0,1.0
